274,617,1,30,99,101
275,982,1,30,103,105
276,580,1,31,8,10
277,227,1,31,23,25
278,673,1,31,34,36
279,808,1,31,38,40
280,66,1,31,45,46
281,595,0,31,53,55
282,21,1,31,118,119
283,989,0,31,122,124
284,781,1,32,13,15
285,688,1,32,27,29
286,865,0,32,57,59
287,316,1,32,75,77
288,162,1,32,79,81
289,440,1,32,83,85
290,482,1,32,106,108
291,663,1,32,110,112
292,529,1,32,131,133
293,357,1,33,3,5
294,182,1,33,9,11
295,359,1,33,20,22
296,553,1,33,34,36
297,33,0,33,49,50
298,323,0,33,71,73
299,702,1,33,96,98
300,200,1,33,115,117
301,733,1,34,15,17
302,957,1,34,38,40
303,22,1,34,42,43
304,815,0,34,54,56
305,57,1,34,82,83
306,657,1,34,86,88
307,792,1,34,108,110
308,678,1,34,127,129
309,305,1,34,131,133
310,701,1,35,2,4
311,246,1,35,7,9
312,238,1,35,19,21
313,553,1,35,26,28
314,107,1,35,31,33
315,301,1,35,60,62
316,649,1,35,73,75
317,555,1,35,77,79
318,70,1,35,94,95
319,610,1,35,116,118
320,233,1,35,120,122
321,438,1,36,51,53
322,943,1,36,67,69
323,675,1,36,83,85
324,955,1,36,88,90
325,183,1,36,107,109
326,595,1,36,124,126
327,719,1,37,6,8
328,857,1,37,10,12
329,640,1,37,16,18
330,299,1,37,20,22
331,202,1,37,35,37
332,125,1,37,41,43
333,802,1,37,47,49
334,786,1,37,56,58
335,277,1,37,92,94
336,424,1,37,96,98
337,790,1,37,111,113
338,984,1,37,131,133
339,368,0,38,26,28
340,323,1,38,66,68
341,587,1,38,71,73
342,479,1,38,75,77
343,553,1,38,82,84
344,272,1,38,86,88
345,843,1,38,106,108
346,518,1,38,116,118
347,382,1,39,3,5
348,892,1,39,16,18
349,46,1,39,22,23
350,359,1,39,34,36
351,372,1,39,39,41
352,611,1,39,44,46
353,585,1,39,49,51
354,487,1,39,127,129
355,35,1,39,133,134
356,692,1,40,9,11
357,697,1,40,54,56
358,656,1,40,64,66
359,155,1,40,72,74
360,34,1,40,79,80
361,681,1,40,83,85
362,64,1,40,98,99
363,641,1,40,102,104
364,495,0,41,4,6
365,885,1,41,17,19
366,964,1,41,22,24
367,993,1,41,41,43
368,685,1,41,50,52
369,543,0,41,112,114
370,863,1,41,124,126
371,408,1,42,11,13
372,244,1,42,35,37
373,893,1,42,70,72
374,339,1,42,77,79
375,109,1,42,104,106
376,777,1,42,128,130
377,521,1,43,3,5
378,985,1,43,7,9
379,677,1,43,28,30
380,734,1,43,44,46
381,18,1,43,55,56
382,925,1,43,61,63
383,352,1,43,81,83
384,843,1,43,87,89
385,74,1,43,91,92
386,260,1,43,119,121
387,445,1,44,12,14
388,802,1,44,35,37
389,533,1,44,77,79
390,228,1,44,101,103
391,612,1,44,106,108
392,724,1,44,115,117
393,504,1,45,16,18
394,177,1,45,45,47
395,502,1,45,67,69
396,395,1,45,92,94
397,274,1,45,123,125
398,396,1,45,131,133
399,417,0,46,22,24
400,274,1,46,29,31
401,61,1,46,37,38
402,504,1,46,40,42
403,36,1,46,54,55
404,34,1,46,75,76
405,801,1,46,79,81
406,224,0,46,105,107
407,789,1,47,6,8
408,139,1,47,18,20
409,802,1,47,46,48
410,674,1,47,57,59
411,332,0,47,67,69
412,675,0,47,84,86
413,819,1,47,99,101
414,814,1,47,115,117
415,883,1,47,130,132
416,915,1,47,136,138
417,970,1,48,24,26
418,279,1,48,30,32
419,117,1,48,34,36
420,984,1,48,52,54
421,878,1,48,61,63
422,231,1,48,74,76
423,168,1,48,78,80
424,793,1,48,111,113
425,33,1,49,2,3
426,875,1,49,6,8
427,483,1,49,14,16
428,433,1,49,18,20
429,148,1,49,83,85
430,675,0,49,87,89
431,581,1,49,93,95
432,544,1,49,102,104
433,537,1,49,131,133
434,884,0,50,22,24
435,671,0,50,37,39
436,839,1,50,42,44
437,31,1,50,50,51
438,685,0,50,62,64
439,899,1,50,71,73
440,350,1,50,78,80
441,621,1,50,97,99
442,509,1,50,109,111
443,913,1,50,127,129
444,947,1,51,4,6
445,742,1,51,14,16
446,712,1,51,67,69
447,722,1,51,82,84
448,159,1,51,88,90
449,378,1,51,103,105
450,438,1,51,114,116
451,300,1,51,122,124
452,381,1,51,136,138
453,548,1,52,24,26
454,638,1,52,49,51
455,827,1,52,73,75
456,714,1,52,94,96
457,867,1,52,107,109
458,998,1,53,0,2
459,966,1,53,8,10
460,693,1,53,12,14
461,694,1,53,29,31
462,781,1,53,43,45
463,764,1,53,57,59
464,584,1,53,66,68
465,233,1,53,84,86
466,58,1,53,91,92
467,67,1,53,119,120
468,161,1,53,130,132
469,509,1,54,33,35
470,851,1,54,39,41
471,846,1,54,53,55
472,199,0,54,73,75
473,443,1,54,95,97
474,658,1,54,100,102
475,976,1,54,105,107
476,130,1,54,109,111
477,489,1,54,114,116
478,594,1,54,135,137
479,243,0,55,0,2
480,413,1,55,7,9
481,499,1,55,19,21
482,384,1,55,26,28
483,352,1,55,49,51
484,752,1,55,83,85
485,298,1,55,90,92
486,577,1,55,130,132
487,378,1,56,36,38
488,335,1,56,40,42
489,813,1,56,74,76
490,120,1,56,78,80
491,654,1,56,103,105
492,325,0,56,125,127
493,984,1,56,135,137
494,847,1,57,3,5
495,496,1,57,8,10
496,151,1,57,15,17
497,741,1,57,30,32
498,624,0,57,53,55
499,116,1,57,57,59
500,767,1,57,64,66
501,988,1,57,68,70
502,87,1,57,83,84
503,807,1,57,97,99
504,127,1,57,113,115
505,997,1,57,120,122
506,621,1,57,130,132
507,227,1,58,19,21
508,345,1,58,26,28
509,699,1,58,79,81
510,566,1,58,86,88
511,604,0,58,91,93
512,760,1,58,101,103
513,290,1,58,108,110
514,526,1,59,6,8
515,500,0,59,30,32
516,799,1,59,35,37
517,761,1,59,41,43
518,413,1,59,47,49
519,277,1,59,57,59
520,101,1,59,64,66
521,342,1,59,96,98
522,589,1,59,117,119
523,997,0,59,122,124
524,379,1,60,18,20
525,549,1,60,25,27
526,97,1,60,70,71
527,647,1,60,73,75
528,779,0,60,77,79
529,655,1,60,86,88
530,975,1,60,91,93
531,216,1,60,100,102
532,51,1,60,126,127
533,307,1,60,130,132
534,496,1,60,135,137
535,485,1,61,11,13
536,55,0,61,53,54
537,509,1,61,66,68
538,825,1,61,81,83
539,43,0,61,96,97
540,554,1,61,107,109
541,36,1,61,116,117
542,678,1,61,121,123
543,73,1,62,26,27
544,419,1,62,33,35
545,314,1,62,41,43
546,311,1,62,58,60
547,946,1,62,77,79
548,272,0,62,85,87
549,351,1,62,100,102
550,968,0,62,131,133
551,786,1,63,5,7
552,824,1,63,37,39
553,478,1,63,45,47
554,908,1,63,54,56
555,455,1,63,67,69
556,254,1,63,71,73
557,615,1,63,89,91
558,760,1,63,96,98
559,60,1,63,104,105
560,562,1,63,123,125
561,102,1,63,135,137
562,43,1,64,14,15
563,808,1,64,25,27
564,267,1,64,50,52
565,985,1,64,58,60
566,616,1,64,77,79
567,189,1,64,110,112
568,977,1,64,117,119
569,616,1,64,128,130
570,45,1,65,6,7
571,932,1,65,9,11
572,502,1,65,21,23
573,805,1,65,34,36
574,943,1,65,40,42
575,840,1,65,44,46
576,270,1,65,54,56
577,764,1,65,63,65
578,680,0,65,72,74
579,750,1,65,97,99
580,415,1,65,102,104
581,184,1,65,106,108
582,606,1,65,132,134
583,768,0,66,2,4
584,941,1,66,15,17
585,8,1,66,38,38
586,248,1,66,76,78
587,105,0,66,82,84
588,745,0,66,87,89
589,633,1,66,93,95
590,584,0,66,123,125
591,692,0,66,136,138
592,684,1,67,7,9
593,115,0,67,22,24
594,88,1,67,29,30
595,396,1,67,34,36
596,494,1,67,56,58
597,354,1,67,60,62
598,88,1,67,66,67
599,58,1,67,71,72
600,956,1,67,104,106
601,809,1,67,113,115
602,53,0,67,119,120
603,615,1,67,128,130
604,391,1,68,17,19
605,64,1,68,77,78
606,488,1,68,92,94
607,440,1,69,6,8
608,459,1,69,10,12
609,637,1,69,24,26
610,866,0,69,35,37
611,412,0,69,41,43
612,519,1,69,45,47
613,183,1,69,49,51
614,82,1,69,81,82
615,963,1,69,85,87
616,307,1,69,98,100
617,715,1,69,110,112
618,408,1,69,114,116
619,421,1,69,119,121
620,292,1,69,123,125
621,626,1,69,130,132
622,769,1,70,31,33
623,470,1,70,55,57
624,939,1,70,59,61
625,257,1,70,76,78
626,257,1,70,94,96
627,109,1,70,102,104
628,578,1,70,106,108
629,290,1,70,135,137
630,897,1,71,17,19
631,629,1,71,51,53
632,834,1,71,63,65
633,254,1,71,67,69
634,798,1,71,71,73
635,411,1,71,84,86
636,411,1,71,112,114
637,309,1,71,122,124
638,218,1,71,129,131
639,960,1,72,7,9
640,744,1,72,12,14
641,384,0,72,29,31
642,433,1,72,76,78
643,301,1,72,96,98
644,848,1,72,104,106
645,144,1,72,135,137
646,746,1,73,2,4
647,38,1,73,36,37
648,536,0,73,42,44
649,320,1,73,117,119
650,471,1,73,123,125
651,720,1,74,18,20
652,59,1,74,24,25
653,260,1,74,48,50
654,852,1,74,53,55
655,633,1,74,67,69
656,714,1,74,79,81
657,510,1,74,85,87
658,256,1,74,94,96
659,173,1,74,98,100
660,23,1,74,102,103
661,850,1,74,107,109
662,691,1,74,133,135
663,294,1,75,2,4
664,434,1,75,7,9
665,264,1,75,13,15
666,422,1,75,38,40
667,639,1,75,44,46
668,378,1,75,57,59
669,493,1,75,61,63
670,388,1,75,75,77
671,141,1,75,111,113
672,539,1,75,128,130
673,790,1,76,21,23
674,16,1,76,98,99
675,633,1,76,104,106
676,458,1,76,134,136
677,678,1,77,2,4
678,184,1,77,28,30
679,186,1,77,35,37
680,934,1,77,39,41
681,652,0,77,44,46
682,741,1,77,50,52
683,887,1,77,64,66
684,980,1,77,70,72
685,425,1,77,74,76
686,485,1,77,84,86
687,732,1,77,88,90
688,502,1,77,94,96
689,745,1,77,117,119
690,98,1,78,14,15
691,989,1,78,80,82
692,838,0,78,104,106
693,9,0,78,108,108
694,464,1,78,131,133
695,975,1,79,1,3
696,768,1,79,6,8
697,702,1,79,22,24
698,979,1,79,30,32
699,511,1,79,37,39
700,161,1,79,45,47
701,645,1,79,52,54
702,44,1,79,69,70
703,18,1,79,76,77
704,721,1,79,90,92
705,695,1,79,94,96
706,348,1,79,100,102
707,400,1,79,112,114
708,543,1,79,124,126
709,769,1,80,10,12
710,320,1,80,17,19
711,724,1,80,26,28
712,330,1,80,57,59
713,188,1,80,105,107
714,977,1,80,119,121
715,618,1,80,128,130
716,879,1,81,6,8
717,79,0,81,14,15
718,658,1,81,33,35
719,601,1,81,66,68
720,701,1,81,85,87
721,490,1,81,90,92
722,478,1,81,113,115
723,166,0,81,123,125
724,892,1,81,135,137
725,844,1,82,2,4
726,706,1,82,18,20
727,472,1,82,25,27
728,113,1,82,44,46
729,765,1,82,57,59
730,217,1,82,62,64
731,267,1,82,73,75
732,648,1,82,95,97
733,973,1,82,102,104
734,285,1,82,109,111
735,482,1,83,7,9
736,853,1,83,32,34
737,408,1,83,39,41
738,59,1,83,81,82
739,265,1,83,84,86
740,364,1,83,120,122
741,45,1,83,127,128
742,164,1,84,2,4
743,309,1,84,19,21
744,472,1,84,26,28
745,478,1,84,44,46
746,40,0,84,50,51
747,356,1,84,59,61
748,328,1,84,70,72
749,706,1,84,77,79
750,149,1,84,110,112
751,526,1,84,114,116
752,27,1,84,134,135
753,612,0,85,54,56
754,58,1,85,63,64
755,64,1,85,66,67
756,766,1,85,81,83
757,953,1,85,91,93
758,488,1,85,100,102
759,152,1,85,127,129
760,73,1,86,4,5
761,872,1,86,10,12
762,347,1,86,26,28
763,27,1,86,33,34
764,22,1,86,38,39
765,552,1,86,46,48
766,559,1,86,59,61
767,435,1,86,76,78
768,679,1,86,85,87
769,13,1,86,105,106
770,774,1,86,108,110
771,177,1,86,117,119
772,250,1,86,122,124
773,8,1,86,132,132
774,977,1,87,0,2
775,56,1,87,64,65
776,508,1,87,69,71
777,139,1,87,94,96
778,747,1,87,98,100
779,861,0,87,126,128
780,666,1,87,134,136
781,703,1,88,14,16
782,102,1,88,20,22
783,637,1,88,43,45
784,448,0,88,48,50
785,951,1,88,60,62
786,175,1,88,75,77
787,552,1,88,79,81
788,235,1,88,83,85
789,486,1,88,103,105
790,693,1,88,108,110
791,944,1,89,8,10
792,590,1,89,30,32
793,42,0,89,35,36
794,738,1,89,38,40
795,861,1,89,55,57
796,919,1,89,68,70
797,108,1,89,89,91
798,837,1,89,93,95
799,963,1,89,117,119
800,530,1,89,121,123
801,831,1,89,127,129
802,251,0,89,136,138
803,93,1,90,14,15
804,103,1,90,17,19
805,708,1,90,24,26
806,54,1,90,43,44
807,342,0,90,46,48
808,496,1,90,76,78
809,278,1,90,112,114
810,162,1,90,131,133
811,860,1,91,10,12
812,167,1,91,34,36
813,431,1,91,51,53
814,683,0,91,55,57
815,496,1,91,65,67
816,858,1,91,72,74
817,422,1,91,84,86
818,662,1,91,100,102
819,154,1,91,104,106
820,405,1,91,108,110
821,635,1,91,125,127
822,882,1,92,5,7
823,611,1,92,47,49
824,766,1,92,60,62
825,755,1,92,80,82
826,608,1,92,118,120
827,951,1,92,130,132
828,513,1,93,10,12
829,274,1,93,35,37
830,226,1,93,41,43
831,556,1,93,70,72
832,151,1,93,74,76
833,229,1,93,95,97
834,681,1,93,101,103
835,911,1,93,124,126
836,445,1,94,14,16
837,375,1,94,21,23
838,774,1,94,29,31
839,348,1,94,48,50
840,643,1,94,65,67
841,302,1,94,81,83
842,88,1,94,116,117
843,975,1,94,133,135
844,664,1,95,5,7
845,893,1,95,56,58
846,523,1,95,69,71
847,13,1,95,76,77
848,825,1,95,93,95
849,558,1,95,105,107
850,733,1,95,111,113
851,769,1,95,119,121
852,991,1,95,125,127
853,328,1,96,1,3
854,821,1,96,10,12
855,935,1,96,17,19
856,457,0,96,51,53
857,341,1,96,97,99
858,384,1,96,131,133
859,164,0,97,21,23
860,251,0,97,34,36
861,756,1,97,39,41
862,23,1,97,46,47
863,912,1,97,59,61
864,532,1,97,63,65
865,879,1,97,68,70
866,459,0,97,89,91
867,219,0,98,0,2
868,71,1,98,8,9
869,821,1,98,12,14
870,654,0,98,29,31
871,684,1,98,53,55
872,2,1,98,81,81
873,931,1,98,102,104
874,910,1,98,116,118
875,425,1,99,16,18
876,207,0,99,36,38
877,360,1,99,57,59
878,190,1,99,71,73
879,69,1,99,84,85
880,43,1,99,107,108
881,116,1,100,21,23
882,127,1,100,44,46
883,214,1,100,48,50
884,181,1,100,63,65
885,49,1,100,81,82
886,444,1,100,88,90
887,57,1,100,95,96
888,715,1,100,128,130
889,859,1,101,34,36
890,248,1,101,57,59
891,82,1,101,77,78
892,246,1,101,103,105
893,376,1,101,108,110
894,726,1,102,3,5
895,898,1,102,9,11
896,772,1,102,18,20
897,223,1,102,24,26
898,712,1,102,28,30
899,464,1,102,45,47
900,342,1,102,53,55
901,442,1,102,65,67
902,447,1,102,70,72
903,461,1,102,82,84
904,102,1,102,87,89
905,355,1,102,112,114
906,537,1,102,118,120
907,313,1,102,125,127
908,596,1,102,130,132
909,584,0,102,136,138
910,189,1,103,14,16
911,187,1,103,74,76
912,807,1,103,106,108
913,181,1,104,5,7
914,197,1,104,20,22
915,530,0,104,29,31
916,653,1,104,33,35
917,383,1,104,38,40
918,293,1,104,44,46
919,461,1,104,56,58
920,22,1,104,61,62
921,394,0,104,78,80
922,769,1,104,85,87
923,104,1,104,90,92
924,818,1,104,98,100
925,36,1,104,102,103
926,860,1,104,123,125
927,333,1,104,129,131
928,827,1,105,10,12
929,110,1,105,64,66
930,883,1,105,68,70
931,56,1,105,95,96
932,111,1,105,109,111
933,872,1,105,118,120
934,8,1,106,24,24
935,321,1,106,26,28
936,209,1,106,46,48
937,578,1,106,54,56
938,583,0,106,60,62
939,948,1,106,74,76
940,548,1,106,79,81
941,868,1,106,101,103
942,678,1,106,105,107
943,871,1,106,114,116
944,658,1,107,6,8
945,264,1,107,12,14
946,105,1,107,31,33
947,132,0,107,40,42
948,640,1,107,95,97
949,714,1,107,128,130
950,608,1,108,81,83
951,963,1,108,103,105
952,565,1,108,107,109
953,472,1,108,115,117
954,93,0,108,125,126
955,717,1,109,4,6
956,14,1,109,11,12
957,702,1,109,36,38
958,604,1,109,51,53
959,608,1,109,55,57
960,12,1,109,86,87
961,689,0,109,92,94
962,599,1,109,97,99
963,423,1,109,129,131
964,999,1,110,0,2
965,764,0,110,28,30
966,780,1,110,46,48
967,406,1,110,79,81
968,278,1,110,102,104
969,600,1,110,114,116
970,23,1,110,118,119
971,407,1,110,125,127
972,964,1,110,133,135
973,308,1,111,16,18
974,183,1,111,35,37
975,758,1,111,63,65
976,360,1,111,71,73
977,127,1,111,84,86
978,696,1,111,89,91
979,50,0,111,95,96
980,839,1,111,121,123
981,277,1,112,6,8
982,449,1,112,11,13
983,881,1,112,31,33
984,822,0,112,41,43
985,905,0,112,49,51
986,205,1,112,55,57
987,345,1,112,67,69
988,572,1,112,77,79
989,733,1,112,100,102
990,61,0,112,110,111
991,796,1,112,131,133
992,659,1,113,18,20
993,665,1,113,105,107
994,292,1,113,127,129
995,887,1,114,22,24
996,711,1,114,26,28
997,560,0,114,34,36
998,11,0,114,63,64
999,213,1,114,68,70
1000,434,1,114,72,74
1001,949,1,114,94,96
1002,761,1,114,101,103
1003,856,1,114,111,113
1004,233,1,114,117,119
1005,996,1,114,121,123
1006,965,0,114,132,134
1007,699,0,115,5,7
1008,103,1,115,38,40
1009,518,0,115,44,46
1010,673,0,115,78,80
1011,149,1,115,107,109
1012,894,1,116,12,14
1013,292,1,116,28,30
1014,425,1,116,33,35
1015,259,1,116,51,53
1016,787,0,116,58,60
1017,995,1,116,63,65
1018,927,1,116,84,86
1019,813,1,116,89,91
1020,326,1,116,94,96
1021,439,1,116,111,113
1022,379,1,116,119,121
1023,547,1,116,123,125
1024,292,1,116,128,130
1025,901,1,117,4,6
1026,678,1,117,19,21
1027,217,0,117,23,25
1028,289,0,117,71,73
1029,346,1,117,75,77
1030,875,1,117,80,82
1031,653,1,117,102,104
1032,56,1,118,31,32
1033,887,1,118,35,37
1034,540,1,118,43,45
1035,200,0,118,48,50
1036,824,1,118,62,64
1037,414,1,118,85,87
1038,629,1,118,93,95
1039,893,1,118,110,112
1040,34,1,118,115,116
1041,334,1,118,118,120
1042,731,0,118,137,139
1043,476,0,119,15,17
1044,338,1,119,25,27
1045,592,1,119,52,54
1046,573,1,119,57,59
1047,759,1,119,66,68
1048,598,1,119,80,82
1049,692,1,119,101,103
1050,474,1,119,106,108
1051,304,1,119,133,135
1052,263,1,120,29,31
1053,93,1,120,33,34
1054,541,1,120,38,40
1055,138,1,120,45,47
1056,260,1,120,87,89
1057,187,1,120,91,93
1058,436,1,120,115,117
1059,895,1,121,8,10
1060,744,1,121,23,25
1061,473,0,121,49,51
1062,92,1,121,55,56
1063,23,1,121,65,66
1064,853,1,121,97,99
1065,443,1,121,105,107
1066,12,1,121,130,131
1067,339,1,121,134,136
1068,284,1,122,3,5
1069,59,1,122,13,14
1070,131,1,122,19,21
1071,354,0,122,74,76
1072,792,1,122,78,80
1073,679,1,122,84,86
1074,649,0,122,92,94
1075,994,1,122,123,125
1076,267,1,123,7,9
1077,176,1,123,38,40
1078,743,1,123,69,71
1079,631,1,123,88,90
1080,856,1,123,97,99
1081,166,0,123,116,118
1082,684,1,124,21,23
1083,773,1,124,53,55
1084,108,0,124,60,62
1085,617,1,124,74,76
1086,965,1,124,80,82
1087,958,1,124,112,114
1088,777,1,124,127,129
1089,767,0,124,135,137
1090,572,1,125,10,12
1091,51,0,125,64,65
1092,190,1,125,85,87
1093,694,1,125,102,104
1094,882,1,125,107,109
1095,511,1,125,118,120
1096,788,1,125,123,125
1097,96,0,126,3,4
1098,119,1,126,19,21
1099,4,0,126,24,24
1100,954,1,126,26,28
1101,81,1,126,33,34
1102,836,1,126,37,39
1103,671,0,126,50,52
1104,161,1,126,57,59
1105,730,1,126,114,116
1106,68,1,127,42,43
1107,924,1,127,46,48
1108,644,1,127,64,66
1109,654,1,127,74,76
1110,842,1,127,78,80
1111,473,1,127,83,85
1112,449,1,127,91,93
1113,936,1,127,107,109
1114,305,1,127,122,124
1115,980,1,127,137,139
1116,188,1,128,10,12
1117,7,0,128,17,17
1118,672,1,128,28,30
1119,596,1,128,37,39
1120,473,1,128,58,60
1121,418,1,128,87,89
1122,302,1,128,102,104
1123,7,1,128,114,114
1124,621,1,128,118,120
1125,476,1,128,126,128
1126,938,1,128,132,134
1127,824,1,129,24,26
1128,303,1,129,33,35
1129,486,1,129,68,70
1130,290,0,129,81,83
1131,907,1,129,109,111
1132,686,1,129,136,138
1133,869,1,130,4,6
1134,976,1,130,11,13
1135,478,1,130,17,19
1136,56,1,130,28,29
1137,415,1,130,63,65
1138,97,0,130,72,73
1139,605,1,130,76,78
1140,129,1,130,100,102
1141,701,1,130,115,117
1142,626,1,130,122,124
1143,157,1,130,129,131
1144,455,1,131,21,23
1145,306,1,131,31,33
1146,876,1,131,35,37
1147,829,1,131,44,46
1148,430,1,131,59,61
1149,956,1,131,80,82
1150,15,1,131,84,85
1151,302,1,131,94,96
1152,938,0,131,107,109
